aifi_cell_type,timepoint,fg,bg,n_sample,gene,coef_C,coef_D,logFC,nomP,adjP,direction_sign,direction,upr_pathway,alt_name,y_offset,y_pos,order,gene_ypos,treat_label,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos
t_cd4_cm,72,bortezomib,dmso,648,MBTPS1,0.10039187619856,0.386369102331021,0.16755296992676,2.24379959915545e-05,0.000105106115720193,1,up,ATF6 (ATF6-alpha) activates chaperones,,1,54,28,29,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,MYDGF,0.0394360079511478,-0.305401177203885,-0.0797414524667705,0.020165727240308,0.039243391142634,-1,dn,IRE1alpha activates chaperones,,0,23,12,12,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,NFYA,-0.0129310807237283,-0.161769635345969,-0.0259497496566083,0.608859184622023,0.649577932851159,-1,dn,ATF6/PERK ,,2,60,33,35,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,NFYB,0.132064490119705,-0.722101104571759,-0.0342479787989712,0.00060725620595182,0.00202529710501109,-1,dn,ATF6/PERK ,,2,59,32,34,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,NFYC,0.0391125819447885,0.128538132125803,0.0355218087913424,0.374953278533849,0.431021499952302,1,up,ATF6/PERK ,,2,58,31,33,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,PARN,0.0962207773800815,0.196623032554259,0.0939843973280897,0.00696064017548758,0.0162844219069144,1,up,PERK regulates gene expression,,3,64,36,39,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,PDIA5,0.468243502232731,-3.02963635666979,-0.109836526548409,2.03456401712819e-16,3.13075828942576e-15,-1,dn,IRE1alpha activates chaperones,,0,22,11,11,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,PDIA6,0.0110809939057348,-1.02238646114153,-0.279360673732198,7.10846104358769e-14,9.07198699618708e-13,-1,dn,IRE1alpha activates chaperones,,0,21,10,10,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,SERP1,0.0872085969902025,-0.320277990278275,-0.0725764387920299,0.000451451180434607,0.00156873268144166,-1,dn,IRE1alpha activates chaperones,,0,16,9,9,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,SRPRA,-0.00206054352322226,-0.493755336741918,-0.118228029865175,0.00155708163992395,0.00461460537976811,-1,dn,IRE1alpha activates chaperones,,0,13,8,8,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,SRPRB,0.0826433628079773,-0.465569215937709,-0.0624510325233179,0.00111604692357531,0.0034428425211713,-1,dn,IRE1alpha activates chaperones,,0,12,7,7,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,SSR1,0.00952454851067748,-1.028603911299,-0.260960999701537,5.14046257939574e-13,6.25422947159815e-12,-1,dn,IRE1alpha activates chaperones,,0,11,6,6,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,SYVN1,0.0761019558706175,0.369877567764007,0.0270566393230812,0.100611761031648,0.144945902992749,1,up,IRE1alpha activates chaperones,,0,9,5,5,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,TLN1,0.0225466373022516,0.0750372737365741,0.0291863933875983,0.620863083777915,0.660608166916216,1,up,IRE1alpha activates chaperones,,0,7,4,4,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,TPP1,0.114417217907334,0.668039213830009,0.122673555123428,2.58704033466529e-07,1.70445798222533e-06,1,up,IRE1alpha activates chaperones,,0,6,3,3,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,TSPYL2,0.0146523411096312,0.222749697513144,0.0327139966750879,0.410685618507673,0.465644417107668,1,up,IRE1alpha activates chaperones,,0,5,2,2,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,XBP1,-0.0991266551414501,-1.35241530490996,-0.440585685183597,1.50152980311226e-26,4.21583367796904e-25,-1,dn,Key regulators,,4,90,52,56,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,ZBTB17,0.0877092197801358,0.302412506852745,0.0342292388232958,0.0222781334086591,0.0425912355654754,1,up,IRE1alpha activates chaperones,,0,1,1,1,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_em,72,bortezomib,dmso,180,ACADVL,0.273150900556477,1.97956260597063,0.505487148793373,3.77210249294226e-15,1.65565714322574e-13,1,up,IRE1alpha activates chaperones,,0,50,27,27,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,ADD1,0.140482110128804,0.382329327020236,0.195808343440823,0.00520343350267411,0.023099426664821,1,up,IRE1alpha activates chaperones,,0,49,26,26,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,ARFGAP1,0.16100568046612,0.188759046496425,0.0258004566571415,0.155039648435616,0.277756104860445,1,up,IRE1alpha activates chaperones,,0,48,25,25,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,ATF3,0.138753878282134,0.685082303234439,0.0659105996254193,0.0687731455958702,0.160547911691341,1,up,PERK regulates gene expression,,3,87,51,54,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,ATF4,0.120289848146083,-0.654338047868315,-0.163736564815182,0.000284872596427958,0.00206538399062019,-1,dn,ATF6/PERK ,,2,62,35,37,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,ATF6,0.374735080694398,0.985558599339506,0.593582342614463,1.20670629051757e-13,4.41014209195688e-12,1,up,Key regulators,,4,94,56,60,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,ATP6V0D1,0.0779673560190834,0.361188306946808,0.0578170083629629,0.260780260486504,0.394246097268454,1,up,IRE1alpha activates chaperones,,0,47,24,24,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,CALR,-0.0353138813057339,-0.560474688456464,-0.214802992333226,0.0271510707323442,0.0818554502819562,-1,dn,ATF6 (ATF6-alpha) activates chaperones,,1,56,30,31,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,CEBPB,0.0596502329412267,0.446039947464293,0.121629218614822,0.137058796099611,0.255618508701503,1,up,PERK regulates gene expression,,3,85,50,53,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,CEBPG,0.0645200828803913,0.493787470465653,0.0929663992431341,0.138093569046082,0.257119945360495,1,up,PERK regulates gene expression,,3,84,49,52,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,CTDSP2,-0.0015883161064395,0.440732642691663,0.0502559350132145,0.460078219111961,0.575274455233696,1,up,IRE1alpha activates chaperones,,0,44,23,23,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,DCP2,0.117607841931988,0.232527506754297,0.12351554191414,0.0752914566583027,0.170586969361954,1,up,PERK regulates gene expression,,3,82,47,50,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,DDIT3,0.10791872538084,1.80824624795219,0.253405422065695,4.64231651925007e-07,6.76991891097151e-06,1,up,ATF6/PERK ,CHOP,2,61,34,36,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,DNAJB11,0.165887425849759,-0.12009682310286,0.00937621197772087,0.0122494854098134,0.0446951476607453,1,up,IRE1alpha activates chaperones,,0,39,21,21,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,DNAJC3,0.096885098891405,-0.119098464355579,0.00378618877986781,0.183372397818371,0.311618229277983,1,up,IRE1alpha activates chaperones,,0,37,20,20,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,EDEM1,0.0437549288907007,-1.06342888039535,-0.232664814294979,0.000178713410766787,0.0013712081233983,-1,dn,IRE1alpha activates chaperones,,0,36,19,19,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,EIF2AK3,0.149724413155772,-0.205138107783639,-0.016006098744216,0.0437436978752835,0.115431058245878,-1,dn,Key regulators,PERK,4,93,55,59,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,EIF2S1,0.0844110141437104,-0.336379765914335,-0.059157904420153,0.305383761070098,0.437075967331361,-1,dn,PERK regulates gene expression,,3,80,46,49,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,EIF2S2,-0.0229631589087878,-0.62698826259523,-0.252989588959477,0.0142051006987476,0.0500560691289201,-1,dn,PERK regulates gene expression,,3,79,45,48,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,EIF2S3,0.117723901933773,0.144505264216807,0.097069967529174,0.0371753690946567,0.102705416499092,1,up,PERK regulates gene expression,,3,78,44,47,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,ERN1,-0.0171572802863669,-0.460303208816482,-0.173530991105258,0.126245510931465,0.241707337280768,-1,dn,Key regulators,IRE1a,4,92,54,58,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,EXOSC1,0.0351182798558887,0.159035811819029,0.0387797055321721,0.551618583109064,0.6516085479101,1,up,PERK regulates gene expression,,3,77,43,46,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,EXOSC6,0.0775108677432997,-0.0404252311660095,0.00600442379156882,0.340580507695018,0.470247936145133,1,up,PERK regulates gene expression,,3,72,41,44,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,EXOSC7,0.0937171477553961,-0.0667615716422544,0.00113190232593849,0.396275330466587,0.519737704555122,1,up,PERK regulates gene expression,,3,71,40,43,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,EXOSC8,0.170320968484006,-0.401691377114126,-0.0449643391287128,0.000976969080901023,0.00590268633629404,-1,dn,PERK regulates gene expression,,3,70,39,42,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,GFPT1,0.12334597818761,0.228504639057962,0.112331760420792,0.154009106640038,0.276352212596173,1,up,IRE1alpha activates chaperones,,0,31,18,18,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,GOSR2,0.0216141372216811,-0.226136228834796,-0.0499813686079436,0.614628648139949,0.70438818833292,-1,dn,IRE1alpha activates chaperones,,0,30,17,17,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,GSK3A,0.0696723279413844,-0.612709073969091,-0.0699427412799921,0.097248342630885,0.203572476859069,-1,dn,IRE1alpha activates chaperones,,0,29,16,16,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,HDGF,0.0513921186864908,-0.0350401921955029,0.00129508563553185,0.535542943383245,0.638345515848453,1,up,IRE1alpha activates chaperones,,0,28,15,15,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,HERPUD1,0.084184534850915,-0.310743202915997,-0.0788720625274054,0.145274807908388,0.265792936250859,-1,dn,PERK regulates gene expression,,3,68,38,41,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,HSP90B1,0.0387951099123011,-0.0107546576117541,0.0222523981931859,0.769044001335938,0.824964983499607,1,up,ATF6 (ATF6-alpha) activates chaperones,,1,55,29,30,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,HSPA5,0.0861590456408362,-0.259818593330068,-0.0432685436810626,0.157993968596842,0.281415952818007,-1,dn,Key regulators,BiP/GRP78,4,91,53,57,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,KHSRP,0.0249984806975515,0.586191727172197,0.0716270582337846,0.219477256037471,0.350957379634139,1,up,PERK regulates gene expression,,3,65,37,40,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,KLHDC3,0.126285978272867,-0.63035948149711,-0.0374698692299971,0.093057600006231,0.197744645273936,-1,dn,IRE1alpha activates chaperones,,0,25,14,14,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,LMNA,0.101111757102271,0.5700303740694,0.0652534522088639,0.168264288972699,0.294265320988583,1,up,IRE1alpha activates chaperones,,0,24,13,13,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,MBTPS1,0.210016272906953,0.750181818761889,0.322838473138407,3.54701627125904e-07,5.31103406235007e-06,1,up,ATF6 (ATF6-alpha) activates chaperones,,1,54,28,29,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,MYDGF,-0.0308988706145631,0.0130899085401942,-0.0083599656758806,0.81999365594806,0.863994256926209,-1,dn,IRE1alpha activates chaperones,,0,23,12,12,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,NFYA,0.0718144712527966,0.31108904518423,0.0532014733311348,0.504369561807231,0.613020911690233,1,up,ATF6/PERK ,,2,60,33,35,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,NFYB,0.0850626565050756,0.269005124000142,0.0220356495720965,0.448513515613578,0.565712074771655,1,up,ATF6/PERK ,,2,59,32,34,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,NFYC,-0.0295023187123084,-0.186588163013784,-0.0438994056523524,0.722917492506094,0.789198150195021,-1,dn,ATF6/PERK ,,2,58,31,33,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,PARN,0.26353328020842,0.0246313819991995,0.0947638717716436,0.000508412576964071,0.00342537713629518,1,up,PERK regulates gene expression,,3,64,36,39,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,PDIA5,NA,-3.56413015045033,-1.2,5.43361428375904e-07,7.79688818858629e-06,-1,dn,IRE1alpha activates chaperones,,0,22,11,11,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,PDIA6,-0.0306482828654552,-0.955144988066275,-0.299872998081699,0.000101771378609991,0.000838326517087264,-1,dn,IRE1alpha activates chaperones,,0,21,10,10,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,SERP1,0.113387881768275,-0.0139877713844468,0.0404635882415654,0.0790705029855189,0.176336792201658,1,up,IRE1alpha activates chaperones,,0,16,9,9,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,SRPRA,0.0851221667965221,-0.800917840855769,-0.165268784860659,0.000445421422748564,0.00307284658376524,-1,dn,IRE1alpha activates chaperones,,0,13,8,8,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,SRPRB,0.022448979096165,-0.454484642874506,-0.0639301004954275,0.310638036308747,0.441351564994212,-1,dn,IRE1alpha activates chaperones,,0,12,7,7,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,SSR1,-0.00418807836258492,-0.794331611650946,-0.215458976084334,0.00465069818635381,0.0211704888462695,-1,dn,IRE1alpha activates chaperones,,0,11,6,6,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,SYVN1,0.151633253437032,0.441041586735113,0.0463998396100997,0.184517256447644,0.312908343055076,1,up,IRE1alpha activates chaperones,,0,9,5,5,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,TLN1,0.101610456080394,-0.355129198936989,-0.0762303046491128,0.0210671427370297,0.0674902311511141,-1,dn,IRE1alpha activates chaperones,,0,7,4,4,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,TPP1,0.119091981100416,0.132157807685805,0.0378554806742569,0.188868011204811,0.317403185496975,1,up,IRE1alpha activates chaperones,,0,6,3,3,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,TSPYL2,0.0638298802228876,-0.0533141461321162,0.000374915434440237,0.639567204638104,0.725907561202888,1,up,IRE1alpha activates chaperones,,0,5,2,2,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,XBP1,-0.161666161034978,-1.5871473854181,-0.590819409037659,5.89956226664547e-13,1.95646964946458e-11,-1,dn,Key regulators,,4,90,52,56,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_em,72,bortezomib,dmso,180,ZBTB17,0.0159998869519798,0.22508997508509,0.0198483554164488,0.847753169730869,0.884912786403614,1,up,IRE1alpha activates chaperones,,0,1,1,1,Bor/DMSO,CD4 EM,#1C75BC,3,5
t_cd4_naive,72,bortezomib,dmso,1352,ACADVL,0.19298495670936,2.24322573638001,0.449244839164593,1.87048147886926e-84,9.06691285283468e-83,1,up,IRE1alpha activates chaperones,,0,50,27,27,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,ADD1,0.108971996147409,0.406478699771893,0.19134368398588,9.65705683396765e-12,4.45697906997538e-11,1,up,IRE1alpha activates chaperones,,0,49,26,26,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,ARFGAP1,0.0884604946313762,0.49063240559542,0.0355075066873016,0.0001842567930661,0.000360128403141925,1,up,IRE1alpha activates chaperones,,0,48,25,25,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,ATF3,0.157739418920978,1.00282290293154,0.0637557274949421,2.01059236479228e-08,6.85103698595929e-08,1,up,PERK regulates gene expression,,3,87,51,54,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,ATF4,0.128452480392719,0.486342696204715,0.158828304031775,1.63130269487248e-14,9.18605165611277e-14,1,up,ATF6/PERK ,,2,62,35,37,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,ATF6,0.253681851818577,0.799882437225851,0.488299241591917,5.58615095901555e-46,1.12935622681171e-44,1,up,Key regulators,,4,94,56,60,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,ATP6V0D1,0.0803261329929494,0.801288760728119,0.0981814118132606,1.56894439334548e-09,5.94649294761805e-09,1,up,IRE1alpha activates chaperones,,0,47,24,24,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,CALR,0.0535718248525707,-0.47811763299538,-0.154144635557861,3.930287309478e-09,1.43832898491228e-08,-1,dn,ATF6 (ATF6-alpha) activates chaperones,,1,56,30,31,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,CEBPB,0.0947695958623747,0.626205196209688,0.143100328589741,1.66257368347991e-11,7.52652826999726e-11,1,up,PERK regulates gene expression,,3,85,50,53,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,CEBPG,0.131351374241629,1.10515086197223,0.141748235244825,4.25951943606523e-18,3.00742390166479e-17,1,up,PERK regulates gene expression,,3,84,49,52,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,CTDSP2,0.0359183820637563,-0.508921320847447,-0.0565179938394847,0.00038400917445865,0.000706873650252665,-1,dn,IRE1alpha activates chaperones,,0,44,23,23,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,DCP2,0.0870053315901516,0.0776877681080089,0.0502284235936237,0.00345489285179295,0.00522774860323326,1,up,PERK regulates gene expression,,3,82,47,50,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,DDIT3,0.156275153791988,1.30366961496621,0.176179903614944,5.51420129464684e-25,5.52019499170624e-24,1,up,ATF6/PERK ,CHOP,2,61,34,36,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,DDX11,0.0556791926835181,-1.07817788451061,-0.0480165937760436,1.4982140285588e-06,4.0703690864385e-06,-1,dn,IRE1alpha activates chaperones,,0,40,22,22,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,DNAJB11,0.0890435211857389,0.153409165418315,0.0434509030447595,0.000146066581972638,0.000290486059973896,1,up,IRE1alpha activates chaperones,,0,39,21,21,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,DNAJC3,0.0536418129395664,0.276874047395902,0.12289775373732,0.000250116439002011,0.000477479309739215,1,up,IRE1alpha activates chaperones,,0,37,20,20,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,EDEM1,0.012453685417701,-0.617183012175566,-0.136768448903837,9.5868290798591e-09,3.37288736175518e-08,-1,dn,IRE1alpha activates chaperones,,0,36,19,19,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,EIF2AK3,0.0910617490218544,0.0313390654489931,0.0306960751266111,0.0112254838851212,0.0153840622909288,1,up,Key regulators,PERK,4,93,55,59,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,EIF2S1,0.106763582955166,0.0543368598717149,0.0283940651975624,0.000398749201289121,0.000731569749775459,1,up,PERK regulates gene expression,,3,80,46,49,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,EIF2S2,0.0913142290197045,-0.0216711371593121,0.0304913411447501,0.000231186270955669,0.000444308601889992,1,up,PERK regulates gene expression,,3,79,45,48,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,EIF2S3,0.105248300894779,0.120375130988854,0.0659996764456425,1.07952286512941e-06,2.98869907450155e-06,1,up,PERK regulates gene expression,,3,78,44,47,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,ERN1,-0.00177607335618699,-0.0772066674763494,-0.0256271770974332,0.677580671286811,0.684767883966884,-1,dn,Key regulators,IRE1a,4,92,54,58,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,EXOSC1,0.00804210467702078,0.0175496355700572,0.00425618890885313,0.944672179266978,0.945242358032832,1,up,PERK regulates gene expression,,3,77,43,46,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,EXOSC5,0.0492024751756586,-1.32920800417164,-0.0510123881792626,4.86783196972342e-08,1.58233173321715e-07,-1,dn,PERK regulates gene expression,,3,73,42,45,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,EXOSC6,0.0530681876121882,-0.38021736926815,-0.0512418405264077,0.000593394740959212,0.00105437277766579,-1,dn,PERK regulates gene expression,,3,72,41,44,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,EXOSC7,0.0872278081341988,-0.158994768002501,-0.0102960452540298,0.0137478567726065,0.0185053564124936,-1,dn,PERK regulates gene expression,,3,71,40,43,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,EXOSC8,0.0584893608259398,-0.402596907802611,-0.0605876955569798,5.29999034840472e-05,0.000113960103755971,-1,dn,PERK regulates gene expression,,3,70,39,42,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,GFPT1,0.160722262119768,0.377443725545901,0.145322617421116,4.2526962584139e-09,1.54879610219652e-08,1,up,IRE1alpha activates chaperones,,0,31,18,18,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,GOSR2,0.0507665522836349,-0.255277881660699,-0.0539624775419099,0.0032073265295335,0.00488614769404579,-1,dn,IRE1alpha activates chaperones,,0,30,17,17,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,GSK3A,0.060926069126402,0.323093573952327,0.0314476126467185,0.00496054632742395,0.00729171280511032,1,up,IRE1alpha activates chaperones,,0,29,16,16,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,HDGF,0.0754129057872192,-0.381052732105405,-0.0197694321268221,0.00373139539655807,0.00560724010914972,-1,dn,IRE1alpha activates chaperones,,0,28,15,15,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,HERPUD1,0.135947563784219,0.137575402567939,0.0941697599877988,4.41228965188258e-08,1.44445233540211e-07,1,up,PERK regulates gene expression,,3,68,38,41,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,HSP90B1,0.0973094017660397,-0.0817957450789145,0.0214116572750431,1.55211091003265e-05,3.64253888257662e-05,1,up,ATF6 (ATF6-alpha) activates chaperones,,1,55,29,30,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,HSPA5,0.178448445524712,0.375203486733297,0.259566214047123,5.13471920826435e-18,3.60998197771868e-17,1,up,Key regulators,BiP/GRP78,4,91,53,57,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,KHSRP,0.0804739389581244,0.171173893372129,0.0241988570314669,0.00136753198996881,0.002250888138374,1,up,PERK regulates gene expression,,3,65,37,40,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,KLHDC3,0.103576570177233,0.15420030335922,0.0151116951216052,0.00136276361449091,0.0022439307907261,1,up,IRE1alpha activates chaperones,,0,25,14,14,Bor/DMSO,CD4 Naive,#93A7D1,1,7
t_cd4_naive,72,bortezomib,dmso,1352,MBTPS1,0.100478552300776,0.124489617079024,0.0769771977475274,1.20169710744759e-06,3.31145855173973e-06,1,up,ATF6 (ATF6-alpha) activates chaperones,,1,54,28,29,Bor/DMSO,CD4 Naive,#93A7D1,1,7
