aifi_cell_type,timepoint,fg,bg,n_sample,gene,coef_C,coef_D,logFC,nomP,adjP,direction_sign,direction,alt_name,branch,y_offset,group,order,gene_ypos,gene_label,treat_label,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos
t_cd8_memory,24,bortezomib,dmso,163,TXK,-0.0273357092349188,-0.654220224462619,-0.30012487421478,0.0179083473814177,0.187810959563349,-1,dn,,Initial TCR Response,5,Phospholipase C complex,40,45,TXK,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_memory,24,bortezomib,dmso,163,ZAP70,-0.122466945652318,-0.716323725104407,-0.142476251423845,0.0203239632279596,0.206163650500956,-1,dn,,Initial TCR Response,5,TCR Output,45,50,ZAP70,Bor/DMSO,CD8 Memory,#009444,6,2
t_cd8_naive,24,bortezomib,dmso,451,BCL10,0.0545128023078619,-0.60195090889016,-0.046403518762638,0.061962860638409,0.28279612256966,-1,dn,,PKCθ–IKK–NF-κβ pathway,4,CBM complex,36,40,BCL10,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,CARD11,-0.0189000734161245,0.0772317057719081,0.0220495026481211,0.767944573620341,0.910885866259815,1,up,CARMA1,PKCθ–IKK–NF-κβ pathway,4,CBM complex,34,38,CARD11 | CARMA1,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,CD247,0.0787511623742582,0.144715533591781,0.107239328768259,0.09046739011277,0.345266620663794,1,up,CD3ζ,Initial TCR Response,5,TCR complex,56,61,CD247 | CD3ζ,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,CD3D,0.00489450483407378,-0.288849441131041,-0.109854395323157,0.115189208992787,0.389522633329623,-1,dn,CD3δ,Initial TCR Response,5,TCR complex,60,65,CD3D | CD3δ,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,CD3E,-0.0667176519862654,-0.706370318705134,-0.23535327204141,1.6039802121558e-06,6.27962018270761e-05,-1,dn,CD3ε,Initial TCR Response,5,TCR complex,61,66,CD3E | CD3ε,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,CD3G,-0.106949755043319,-0.805822158596617,-0.317224420947535,5.48606184439562e-10,4.39887208850145e-08,-1,dn,CD3γ,Initial TCR Response,5,TCR complex,57,62,CD3G | CD3γ,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,CD8A,-0.0942309879806022,-0.639644628597065,-0.269165654741698,8.4046319532602e-07,3.46961514149687e-05,-1,dn,CD8ɑ,Initial TCR Response,5,TCR Coreceptor,54,59,CD8A | CD8ɑ,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,CD8B,-0.174138481388778,-0.77081246395016,-0.396721752782267,8.48524338462036e-12,9.31032165583542e-10,-1,dn,CD8β,Initial TCR Response,5,TCR Coreceptor,53,58,CD8B | CD8β,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,CHUK,-0.0302327050560959,0.511110077110099,0.0675883112383263,0.0491499449141031,0.249307415230357,1,up,IKKɑ,PKCθ–IKK–NF-κβ pathway,4,IKb Kinase complex,30,34,CHUK | IKKɑ,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,CSK,0.0328000242127273,-0.13619175290447,-0.020158145938507,0.4411159635527,0.726795962405479,-1,dn,,Initial TCR Response,5,TCR Negative Regulator,48,53,CSK,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,DGKA,-0.0361332018975993,0.0172347153620967,-0.0101128972110548,0.53694761770934,0.788588619950367,-1,dn,DGKɑ,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,19,22,DGKA | DGKɑ,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,FOS,0.0119192816799912,-0.587969941278548,-0.029570368604489,0.220674440882314,0.537914107722191,-1,dn,c-Fos,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,20,23,FOS | c-Fos,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,FYN,-0.0441186592545245,-0.143897727418888,-0.0865219201665939,0.33191693202276,0.640965894164053,-1,dn,,Initial TCR Response,5,ITAM-targeting Kinase,51,56,FYN,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,GRAP2,-0.139678059854559,-0.298604272618397,-0.216199504747753,0.00035626378132285,0.00656489647993834,-1,dn,GADS,Initial TCR Response,5,Phospholipase C complex,42,47,GRAP2 | GADS,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,IKBKB,0.0109340372278629,-0.0256370901676917,-0.00432539873849169,0.946053024802752,0.97867325011588,-1,dn,IKKβ,PKCθ–IKK–NF-κβ pathway,4,IKb Kinase complex,31,35,IKBKB | IKKβ,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,ITK,-0.137991348639494,-0.769276341085357,-0.399571729646741,1.86287127553576e-09,1.38700746131185e-07,-1,dn,,Initial TCR Response,5,Phospholipase C complex,41,46,ITK,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,JUN,0.0242287795253177,-0.0218709173342836,-0.000489534787721596,0.908208640296646,0.964169554606459,-1,dn,c-Jun,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,21,24,JUN | c-Jun,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,LAT,-0.0317803044362185,-0.501947280531254,-0.124420730900428,0.00578178340904166,0.0592313167665828,-1,dn,,Initial TCR Response,5,Phospholipase C complex,43,48,LAT,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,LCK,-0.0397207278475362,-0.811609926819295,-0.301451660399076,4.60649734477798e-08,2.63106721630846e-06,-1,dn,,Initial TCR Response,5,ITAM-targeting Kinase,52,57,LCK,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,LCP2,-0.0820308407496641,-0.821857660878994,-0.376272231490604,1.01977542156138e-09,7.87398818555584e-08,-1,dn,SLP-76,Initial TCR Response,5,Phospholipase C complex,44,49,LCP2 | SLP-76,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,MALT1,0.0217072790458171,-0.195933409541139,-0.0625524168419143,0.333236349755671,0.641324237390385,-1,dn,,PKCθ–IKK–NF-κβ pathway,4,CBM complex,33,37,MALT1,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,MAP2K1,0.0534345772944333,0.355606637916347,0.130578455539719,0.0259878382788487,0.167567431540744,1,up,MEK1,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,15,17,MAP2K1 | MEK1,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,MAP2K2,0.0904156014919383,0.426367963857072,0.0580390540475714,0.0183900857135815,0.133120594414545,1,up,MEK2,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,14,16,MAP2K2 | MEK2,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,MAP2K7,0.0138420379104309,-0.168979870841571,-0.017840839838013,0.724454371135323,0.888023666161614,-1,dn,MKK7,p38 and JNK pathways,1,JNK activation complex,9,10,MAP2K7 | MKK7,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,MAP3K7,-0.0533129436624571,-0.103946875618382,-0.0569411770694637,0.276035135581897,0.590037071519829,-1,dn,TAK1,p38 and JNK pathways,1,JNK activation complex,10,11,MAP3K7 | TAK1,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,MAPK1,0.0358299289120204,-0.0897896815848307,-0.0193207219788666,0.515198177468844,0.774934632379635,-1,dn,ERK2,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,13,15,MAPK1 | ERK2,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,MAPK14,0.091205848606024,-0.211432604214432,-0.0468166349238675,0.0238519718609552,0.157983791380862,-1,dn,p38ɑ,p38 and JNK pathways,1,p38,11,12,MAPK14 | p38ɑ,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,MAPK8,0.0351932660221662,0.321789613886833,0.164543870161388,0.0426659451202635,0.226143784468017,1,up,JNK1,p38 and JNK pathways,1,JNK activation complex,7,8,MAPK8 | JNK1,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,MAPK9,0.180793645176679,0.122200894167225,0.0451712535512704,0.00381201707839996,0.0432495379820099,1,up,JNK2,p38 and JNK pathways,1,JNK activation complex,8,9,MAPK9 | JNK2,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,MAPKAP1,0.0144045208983739,0.219404285444163,0.0925390023332814,0.269989244866826,0.585093636420079,1,up,,mTORC pathways,0,mTORC2 complex,3,3,MAPKAP1,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,MTOR,0.00537630036725618,0.165492348726266,0.0415655596905244,0.596249357629072,0.822191742926352,1,up,,mTORC pathways,0,mTORC1 complex,5,5,MTOR,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,NFATC1,-0.00278322452934894,-0.166138840740386,-0.0193606851957952,0.769205681501653,0.910885866259815,-1,dn,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,25,28,NFATC1,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,NFKB1,-0.0250874731001699,0.0306051254528478,-0.00188130069960923,0.804059398281738,0.923306433802178,-1,dn,NF-κB,PKCθ–IKK–NF-κβ pathway,4,NFKB complex,28,32,NFKB1 | NF-κB,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,NFKBIA,0.0384544388289556,-0.062097261279608,-0.00371608987881586,0.614736715182995,0.832865876183753,-1,dn,IκBɑ,PKCθ–IKK–NF-κβ pathway,4,NFKB complex,26,30,NFKBIA | IκBɑ,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,PAG1,-0.0458922327403673,-0.641918059798197,-0.285155620845443,2.46355141021997e-05,0.000682510139861273,-1,dn,,Initial TCR Response,5,TCR Regulator,46,51,PAG1,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,PDPK1,0.020971768915957,0.217906062598874,0.032085407762063,0.517457694608031,0.776931889689659,1,up,PDK1,PKCθ–IKK–NF-κβ pathway,4,CBM complex activator,35,39,PDPK1 | PDK1,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,PLCG1,0.0217338343844132,-0.29458994335718,-0.0686397129024182,0.157843796024739,0.457034519114686,-1,dn,PLC-γ1,Initial TCR Response,5,Phospholipase C complex,39,44,PLCG1 | PLC-γ1,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,PLCG2,-0.0202354495565997,-0.0437672907411088,-0.0282030108410328,0.863833091851282,0.947848928476766,-1,dn,PLC-γ2,Initial TCR Response,5,Phospholipase C complex,38,43,PLCG2 | PLC-γ2,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,PPP3CA,-0.0691354730028284,-0.384712997121519,-0.21243381027479,0.00646771529932259,0.0639031728448473,-1,dn,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,24,27,PPP3CA,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,PPP3CB,-0.00603477009827453,-0.163687447225916,-0.0541145831249649,0.53866434384241,0.789580236122667,-1,dn,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,23,26,PPP3CB,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,PPP3CC,0.101295009646482,0.102587093520585,0.0900979147208167,0.0364424393934459,0.207153034834318,1,up,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,22,25,PPP3CC,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,PRKCQ,0.0335224869664392,0.0522151327869191,0.0435039967753275,0.653357462947577,0.855006347900777,1,up,PKC-Θ,PKCθ–IKK–NF-κβ pathway,4,CBM complex activator,37,41,PRKCQ | PKC-Θ,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,PRR5,-0.0210289977674736,0.530646536797224,0.0497123338941256,0.102340061602881,0.366885787249998,1,up,,mTORC pathways,0,mTORC2 complex,2,2,PRR5,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,PTPN22,0.0883281724073968,-1.14577098248383,-0.171955765671823,7.49838368631827e-08,4.06032607533818e-06,-1,dn,Lyp/Pep,Initial TCR Response,5,TCR Negative Regulator,47,52,PTPN22 | Lyp/Pep,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,PTPRC,-0.156097440186714,-2.21157066723588,-0.208752186582033,4.05631584712243e-07,1.80885656947347e-05,-1,dn,CD45,Initial TCR Response,5,TCR Activator,49,54,PTPRC | CD45,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,PTPRJ,-0.0350560656424807,-0.177825886072139,-0.0640553813275722,0.40292387736664,0.695504494589196,-1,dn,CD148,Initial TCR Response,5,TCR Activator,50,55,PTPRJ | CD148,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,RAF1,0.0272681833193056,0.173900787195556,0.0721137322815284,0.377660579111519,0.677870195942968,1,up,c-RAF,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,16,18,RAF1 | c-RAF,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,RASGRP1,0.0485344536659877,0.0307797004193719,0.0390316740581687,0.424167707090708,0.712557314550648,1,up,,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,18,20,RASGRP1,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,RICTOR,0.0585378177991208,0.0975631178701902,0.0768185071562404,0.213167553824805,0.530280212240119,1,up,,mTORC pathways,0,mTORC2 complex,1,1,RICTOR,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,RPTOR,0.0785009911428185,0.440587367086583,0.204246565350572,0.000503043353988177,0.0088499547023363,1,up,,mTORC pathways,0,mTORC1 complex,4,4,RPTOR,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,SOS1,-0.169699714110472,-0.128281310647278,-0.177899600608923,0.000133975014934748,0.00285004502433894,-1,dn,,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,17,19,SOS1,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,TRAC,-0.044077702193822,-0.242135425042317,-0.120240568567245,0.0929827535177739,0.350218239198155,-1,dn,TCRɑ,Initial TCR Response,5,TCR complex,58,63,TRAC | TCRɑ,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,TRAF6,0.00963938400473341,0.330929675866395,0.052296701799359,0.253330810715905,0.570528891961782,1,up,,PKCθ–IKK–NF-κβ pathway,4,CBM complex,32,36,TRAF6,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,TRBC1,-0.188587026284171,-0.243916849695701,-0.125357095777029,0.00224849486504861,0.0288464595071391,-1,dn,TCRβ,Initial TCR Response,5,TCR complex,59,64,TRBC1 | TCRβ,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,TXK,-0.201939751132552,-0.527713429012155,-0.296438337835111,2.85567613357835e-07,1.36859099298332e-05,-1,dn,,Initial TCR Response,5,Phospholipase C complex,40,45,TXK,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd8_naive,24,bortezomib,dmso,451,ZAP70,0.0143493432104645,-0.0435164633617383,-0.00607632459836166,0.883199251707745,0.956493319479336,-1,dn,,Initial TCR Response,5,TCR Output,45,50,ZAP70,Bor/DMSO,CD8 Naive,#8DC63F,5,3
t_cd4_cm,72,bortezomib,dmso,648,BCL10,0.0416370242590424,-0.0195560196850917,0.00219176767317969,0.492557780089114,0.542366325969973,1,up,,PKCθ–IKK–NF-κβ pathway,4,CBM complex,36,40,BCL10,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,CARD11,0.107034247232371,0.272763108197089,0.174068882877566,0.000916340937502796,0.00290939841848052,1,up,CARMA1,PKCθ–IKK–NF-κβ pathway,4,CBM complex,34,38,CARD11 | CARMA1,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,CD247,0.0524106103319446,0.116973860634458,0.073232457196309,0.252185321261117,0.308429306595321,1,up,CD3ζ,Initial TCR Response,5,TCR complex,56,61,CD247 | CD3ζ,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,CD3D,0.0716319625036688,-0.124170223547304,0.0115223047177293,0.0356218238267299,0.0624854176122472,1,up,CD3δ,Initial TCR Response,5,TCR complex,60,65,CD3D | CD3δ,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,CD3E,0.0128162247598679,-0.838807281876543,-0.237288553049213,3.75059398027692e-10,3.46048231243953e-09,-1,dn,CD3ε,Initial TCR Response,5,TCR complex,61,66,CD3E | CD3ε,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,CD3G,-0.0662252136510295,-1.11700357886391,-0.370672899935461,7.17415087454487e-19,1.31984126472222e-17,-1,dn,CD3γ,Initial TCR Response,5,TCR complex,57,62,CD3G | CD3γ,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,CD4,0.0223444285981041,-0.552436139811788,-0.158836735375164,4.51299655432805e-05,0.000198750451535924,-1,dn,,Initial TCR Response,5,TCR Coreceptor,55,60,CD4,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,CHUK,0.0656782294128874,0.171012448225732,0.0356646762541107,0.0394877020778183,0.0677685314011834,1,up,IKKɑ,PKCθ–IKK–NF-κβ pathway,4,IKb Kinase complex,30,34,CHUK | IKKɑ,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,CSK,0.0230475644203041,-0.481860937911403,-0.0769957983122816,0.00823589723981444,0.0186760840738834,-1,dn,,Initial TCR Response,5,TCR Negative Regulator,48,53,CSK,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,DGKA,0.0312290159866667,-0.307734124423863,-0.0895155673708619,0.0235274321409795,0.0445226400333168,-1,dn,DGKɑ,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,19,22,DGKA | DGKɑ,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,FYN,-0.0524491229340609,-0.510358093209712,-0.160882613492658,0.00409581802695205,0.0104631409563095,-1,dn,,Initial TCR Response,5,ITAM-targeting Kinase,51,56,FYN,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,GRAP2,-0.155997329876914,-1.57543815595895,-0.692897945545805,3.22946814833571e-37,1.35178425933777e-35,-1,dn,GADS,Initial TCR Response,5,Phospholipase C complex,42,47,GRAP2 | GADS,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,IKBKB,0.0542306428072981,-0.523737482168556,-0.126083894549998,0.000113967208531196,0.000459545195690307,-1,dn,IKKβ,PKCθ–IKK–NF-κβ pathway,4,IKb Kinase complex,31,35,IKBKB | IKKβ,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,IKBKG,0.0639394666443783,0.596397032835808,0.0399053804519094,0.00769755882289606,0.0177016694200924,1,up,IKKγ,PKCθ–IKK–NF-κβ pathway,4,IKb Kinase complex,29,33,IKBKG | IKKγ,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,ITK,-0.305996495994322,-2.05027644279509,-0.899698837498494,1.15708645457702e-64,1.30350788864386e-62,-1,dn,,Initial TCR Response,5,Phospholipase C complex,41,46,ITK,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,JUN,0.104191688691768,0.583624651198307,0.138983444822531,4.25149669968148e-05,0.000188324793129095,1,up,c-Jun,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,21,24,JUN | c-Jun,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,LAT,0.0261283047146058,-1.28548005856654,-0.248578646316873,1.98744476582207e-16,3.06341781894027e-15,-1,dn,,Initial TCR Response,5,Phospholipase C complex,43,48,LAT,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,LCK,-0.0888580265241233,-1.05066499917084,-0.370685834460028,1.64185210464808e-17,2.73392344067769e-16,-1,dn,,Initial TCR Response,5,ITAM-targeting Kinase,52,57,LCK,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,LCP2,-0.245370307140437,-1.50930042181832,-0.669366609476574,9.2227516005635e-43,5.36035722007274e-41,-1,dn,SLP-76,Initial TCR Response,5,Phospholipase C complex,44,49,LCP2 | SLP-76,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,MALT1,-0.144826074228035,-0.891061813076135,-0.419677182081836,1.06062074751862e-15,1.53621655890594e-14,-1,dn,,PKCθ–IKK–NF-κβ pathway,4,CBM complex,33,37,MALT1,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,MAP2K1,0.0433911408385822,0.0381590208840928,0.0324027429657878,0.473078474098681,0.52458878067207,1,up,MEK1,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,15,17,MAP2K1 | MEK1,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,MAP2K2,0.0665756556784434,0.482740637130947,0.0869447084727224,0.00071020961847219,0.0023295224801236,1,up,MEK2,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,14,16,MAP2K2 | MEK2,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,MAP2K7,0.0367644885422558,0.447460270639994,0.0518619207343238,0.047620575602245,0.0789494462882423,1,up,MKK7,p38 and JNK pathways,1,JNK activation complex,9,10,MAP2K7 | MKK7,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,MAP3K7,0.0979626149950484,0.354637550950211,0.156869394098284,0.0002142914894144,0.000810107793543023,1,up,TAK1,p38 and JNK pathways,1,JNK activation complex,10,11,MAP3K7 | TAK1,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,MAPK1,0.046669012140089,-0.318091585349492,-0.0927089828043066,0.0116450498155621,0.0249439153913156,-1,dn,ERK2,RASGRP1–RAS–ERK1/2–AP1 pathway,2,RASGRP1-RAS-ERK1/2-AP1,13,15,MAPK1 | ERK2,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,MAPK14,0.0550227418396535,0.0729541356987207,0.0504248017520496,0.189648877217075,0.243567347587025,1,up,p38ɑ,p38 and JNK pathways,1,p38,11,12,MAPK14 | p38ɑ,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,MAPK8,0.133476023874469,1.05198346349674,0.492569854041991,2.63737641918985e-19,4.99295846993929e-18,1,up,JNK1,p38 and JNK pathways,1,JNK activation complex,7,8,MAPK8 | JNK1,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,MAPK9,0.152634917470582,0.0793290359832406,0.0366602416104494,0.000183442772768105,0.000706293376164119,1,up,JNK2,p38 and JNK pathways,1,JNK activation complex,8,9,MAPK9 | JNK2,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,MAPKAP1,0.0814150128961531,0.0494956561017629,0.0583668138455347,0.0457575230845027,0.0762746167634346,1,up,,mTORC pathways,0,mTORC2 complex,3,3,MAPKAP1,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,MTOR,0.0389972060745584,0.202840091832247,0.0632394781347151,0.137653219909953,0.188375169717804,1,up,,mTORC pathways,0,mTORC1 complex,5,5,MTOR,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,NFATC1,0.11429150801319,0.325213050861851,0.0777465210792229,0.00161946427868705,0.0047652136275926,1,up,,Ca2+–calcineurin–NFAT pathway,3,Ca-calcineurin-NFAT,25,28,NFATC1,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,NFKB1,-0.131780801654371,-0.419228440266011,-0.240949931435911,1.29365773564667e-06,7.59628496639373e-06,-1,dn,NF-κB,PKCθ–IKK–NF-κβ pathway,4,NFKB complex,28,32,NFKB1 | NF-κB,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,NFKBIA,-0.0148704757561825,0.129263953214085,0.0286472950204373,0.589995902812096,0.632187953635554,1,up,IκBɑ,PKCθ–IKK–NF-κβ pathway,4,NFKB complex,26,30,NFKBIA | IκBɑ,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,72,bortezomib,dmso,648,PAG1,-0.106531666163299,-0.622788520117219,-0.277674905438916,1.34167645341564e-06,7.85802159012692e-06,-1,dn,,Initial TCR Response,5,TCR Regulator,46,51,PAG1,Bor/DMSO,CD4 CM,#00AEEF,2,6
